period,age,reported_claims,incurred_severity,paid_to_incurred,case_reserves,incurred_loss_rate,paid_loss_rate,reported_frequency,incremental_incurred_severity
2012,155,261.2808,5219.4933,0.8756985649869852,169516.5022,0.0034667980153504914,0.0030358700471421534,6.642020264375716e-07,0.0
2012,,,,,,,,,
2013,11,282.3944,988.3224,0.7257648900005201,76538.1196,0.000695580277375623,0.0005048277434960502,7.037989388153405e-07,988.3224
2013,23,290.312,1755.5463,0.914558296917008,43545.8894,0.001270193237467926,0.0011616657640141671,7.235316193428733e-07,29119.8633
2013,35,290.312,1908.7091,0.9830728050371981,9379.7168,0.001381011379399918,0.0013576347305349675,7.235316193428733e-07,
2013,47,291.6316,2290.7285,0.8945424305334705,70450.8048,0.001664948208290677,0.0014893668169566891,7.268203994307954e-07,86335.0
2013,59,291.6316,2429.9367,1.0,0.0,0.001766127527695602,0.001766127527695602,7.268203994307954e-07,
2013,71,291.6316,2423.6216,1.0,0.0,0.0017615376076611233,0.0017615376076611233,7.268203994307954e-07,
2013,83,291.6316,2424.8165,1.0,0.0,0.0017624061085372686,0.0017624061085372686,7.268203994307954e-07,
2013,95,291.6316,2424.8165,1.0,0.0,0.0017624061085372686,0.0017624061085372686,7.268203994307954e-07,0.0
2013,107,291.6316,2429.4993,1.0,0.0,0.0017658096671997947,0.0017658096671997947,7.268203994307954e-07,
2013,119,291.6316,2429.4993,1.0,0.0,0.0017658096671997947,0.0017658096671997947,7.268203994307954e-07,0.0
2013,131,291.6316,2429.5378,1.0,0.0,0.0017658376218305418,0.0017658376218305418,7.268203994307954e-07,
2013,143,291.6316,2429.5378,1.0,0.0,0.0017658376218305418,0.0017658376218305418,7.268203994307954e-07,0.0
2013,,,,,,,,,
2014,11,434.1484,1334.6909,0.7105330608290541,167732.7461,0.0014158304357068093,0.0010059943330976925,1.0607927929821442e-06,1334.6909
2014,23,453.9424,1743.9971,0.9325010209439355,53437.202,0.0019343669430326527,0.0018037991492581484,1.1091572060360416e-06,10721.4473
2014,35,455.262,2454.6058,0.8289285212419363,191170.452,0.0027304580790766145,0.0022633545778020757,1.1123815002396347e-06,246904.0
2014,47,455.262,2838.1826,0.9128683082560487,112584.3132,0.0031571418282149094,0.0028820547196469534,1.1123815002396347e-06,
2014,59,455.262,2878.7598,0.9602911129527013,52042.068,0.0032022791418119738,0.0030751202010758415,1.1123815002396347e-06,
2014,71,455.262,2977.9598,0.9437102610464276,76314.9224,0.0033126273866357454,0.003126160455791565,1.1123815002396347e-06,
2014,83,455.262,2892.6972,0.9774631873425551,29679.5195,0.0032177828059544184,0.0031452642376842764,1.1123815002396347e-06,
2014,95,455.262,2892.6972,0.9803651277774568,25857.8523,0.0032177828059544184,0.0031546020517196067,1.1123815002396347e-06,0.0
2014,107,455.262,3011.5377,0.9476360441877308,71793.0096,0.003349978868301738,0.00317456072286995,1.1123815002396347e-06,
2014,119,455.262,3073.6631,0.9857045048562957,20004.0012,0.003419086004293616,0.0033702084769233294,1.1123815002396347e-06,
2014,131,455.262,3052.3164,1.0,0.0,0.003395340334851383,0.003395340334851383,1.1123815002396347e-06,
2014,,,,,,,,,
2015,11,321.9824,1671.1066,0.7070214592274678,157642.0552,0.0012889274131574744,0.0009112993404888829,7.713017506080288e-07,1671.1066
2015,23,332.5392,3212.9841,0.7905855704532205,223747.4172,0.002559432094337311,0.002023450082337944,7.965903325951773e-07,50240.25
2015,35,337.8176,4752.8672,0.8844924198715579,185459.2232,0.0038461846894438908,0.0034019212032391634,8.092346235887516e-07,101765.5
2015,47,337.8176,6314.127,0.9755516604193728,52148.8765,0.005109610211444319,0.004984688725870288,8.092346235887516e-07,
2015,59,337.8176,6982.9534,0.9472893495672435,124342.5562,0.005650847664989437,0.005352987809071421,8.092346235887516e-07,
2015,71,337.8176,7934.0749,0.9282899520152922,192202.3,0.006420528101241087,0.005960111723013924,8.092346235887516e-07,
2015,83,337.8176,9044.3287,0.9045433962542391,291651.7502,0.0073189839082923175,0.006620338561536858,8.092346235887516e-07,
2015,95,337.8176,9105.6568,0.9476241919503817,161110.6633,0.0073686127504420966,0.006982675703432972,8.092346235887516e-07,
2015,107,337.8176,9135.7146,0.9580482024196663,129471.8546,0.007392936541454036,0.007082789564142704,8.092346235887516e-07,
2015,119,333.8588,10132.9162,0.9944628545535783,18731.9596,0.008103814007272357,0.008058942010443342,7.997514053435708e-07,-74961.6267
2015,,,,,,,,,
2016,11,345.7352,1989.3893,0.4937799777445225,348179.0992,0.0016153081744898067,0.000797606834450122,8.119618236374839e-07,1989.3893
2016,23,373.4468,3443.4912,0.8755341156768338,160058.2428,0.0030200889039286916,0.0026441908677666253,8.770427331656792e-07,21585.1429
2016,35,390.6016,4437.949,0.9180967307292084,141976.8592,0.004071067836533067,0.00373763407129784,9.17330915254562e-07,26086.5315
2016,47,390.6016,4824.0141,0.9505674794509156,93144.0979,0.0044252172583220326,0.004206467615265865,9.17330915254562e-07,
2016,59,390.6016,5510.515,0.8947573037758142,226526.0593,0.005054965737417325,0.004522967513890646,9.17330915254562e-07,
2016,71,390.6016,5684.6093,0.9560492684866577,97588.9727,0.005214667843450081,0.004985479377131346,9.17330915254562e-07,
2016,83,390.6016,6409.6524,0.9662672022620958,84454.1229,0.005879772270418995,0.005681431101676013,9.17330915254562e-07,
2016,95,390.6016,6408.127,0.9728988565978096,67834.8298,0.005878372968863531,0.0057190623400628,9.17330915254562e-07,
2016,107,390.6016,6416.5729,0.982398535354295,44114.967,0.005886120696188316,0.005782516350854005,9.17330915254562e-07,
2016,,,,,,,,,
2017,11,275.7964,1672.7081,0.7297480520372086,124674.4884,0.0010621860713178571,0.0007751282164452617,6.350098081941216e-07,1672.7081
2017,23,310.106,1982.7823,0.9510754111845554,30082.3934,0.001415718940588699,0.00134645547354216,7.140062436632468e-07,4475.3015
2017,35,311.4256,2042.2188,0.9907671872170912,5872.0616,0.001464361876649494,0.0014508416975959604,7.170445681043668e-07,16009.7899
2017,47,312.7452,2662.7754,0.8532572118641946,122203.0228,0.0019174189824645968,0.001636051574953223,7.200828925454872e-07,149114.13
2017,59,311.4256,2874.8102,0.8630455187077744,122613.9066,0.0020613670163190435,0.001779053565846166,7.170445681043668e-07,-47377.44
2017,71,311.4256,3256.3421,0.84382520604877,158378.1545,0.002334942428053985,0.001970283275464669,7.170445681043668e-07,
2017,83,311.4256,3753.5543,0.9453655343648174,63865.1167,0.0026914657073710906,0.0025444189166734525,7.170445681043668e-07,
2017,95,310.106,3888.386,1.0,0.0,0.002776331881735918,0.002776331881735918,7.140062436632468e-07,-27931.9
2017,,,,,,,,,
2018,11,288.9924,1757.7757,0.6799806512105203,162564.6514,0.0011466781803143296,0.0007797189757790322,6.523461300317249e-07,1757.7757
2018,23,324.6216,3598.2446,0.8502246302301081,174947.8042,0.0026366942014198393,0.0022417823524320526,7.327723652411158e-07,18526.4922
2018,35,324.6216,5140.9339,0.8830722407964609,195135.85,0.003767134325025978,0.0033266517497819535,7.327723652411158e-07,
2018,47,324.6216,7136.9854,0.873655915256433,292716.4563,0.00522978570673057,0.004569033218208707,7.327723652411158e-07,
2018,59,325.9412,7067.2812,0.9291896061365216,163113.0244,0.005199760001641969,0.00483156294793014,7.357511146933153e-07,-10079.97
2018,71,325.9412,7159.8047,0.9687934176140761,72826.032,0.005267834316136117,0.005103443210554218,7.357511146933153e-07,
2018,83,325.9412,7349.3269,1.0,0.0,0.005407275446102916,0.005407275446102916,7.357511146933153e-07,
2018,,,,,,,,,
2019,11,314.0648,1298.8238,0.709167305461778,118634.9695,0.0009027364797462872,0.0006401911968837254,6.950415387696786e-07,1298.8238
2019,23,358.9312,3133.2107,0.6879449676783539,350939.2933,0.0024888132110642658,0.0017121665240430665,7.943331871653469e-07,15973.9188
2019,35,358.9312,4847.8776,0.7779546222089446,386371.068,0.0038508301023493217,0.0029957710774639983,7.943331871653469e-07,
2019,47,358.9312,5573.6672,0.800122638114587,399867.2638,0.004427348806617521,0.003542422007004279,7.943331871653469e-07,
2019,59,358.9312,5926.9818,0.9264173273397943,156538.2098,0.0047079983446774035,0.004361571243596216,7.943331871653469e-07,
2019,71,357.6116,7270.1301,0.9212683610391056,204693.0398,0.0057536743804922005,0.005300678166468741,7.914128445654744e-07,-358066.22
2019,,,,,,,,,
2020,11,349.694,1493.0271,0.5476244197659895,236186.4682,0.00113278420273277,0.0006203402917416122,7.58716459820207e-07,1493.0271
2020,23,370.8076,2513.205,0.7834271988694564,201827.5548,0.002021938165781008,0.0015840413535050614,8.045257555074648e-07,19409.9025
2020,35,370.8076,2471.0707,0.940425150597176,54587.946,0.0019880400313821707,0.0018696028459057924,8.045257555074648e-07,
2020,47,370.8076,2614.478,0.9963565054235634,3532.2525,0.0021034148653550694,0.0020957510847011518,8.045257555074648e-07,
2020,59,370.8076,2639.9122,0.9970899496093781,2848.6469,0.0021238773624013482,0.0021176967722532592,8.045257555074648e-07,
2020,,,,,,,,,
2021,11,288.9924,1901.2855,0.4981501220731409,275744.962,0.0011687588618081149,0.0005822173696837776,6.14720328085607e-07,1901.2855
2021,23,329.9,2427.8119,0.6828416428735585,254023.2771,0.001703681894951645,0.0011633449440827187,7.017355343443003e-07,6147.4661
2021,35,329.9,2971.5574,0.9296782892393485,68937.5535,0.0020852474200088447,0.001938609254074588,7.017355343443003e-07,
2021,47,329.9,3065.5146,0.9640725904333243,36333.8664,0.0021511805538640995,0.0020738942090535555,7.017355343443003e-07,
2021,,,,,,,,,
2022,11,261.2808,2658.5306,0.44245710580725717,387282.1198,0.0014485721896785216,0.0006409310585980398,5.448770032311032e-07,2658.5306
2022,23,298.2296,2855.7054,0.8766974829403825,105011.3135,0.0017760497629972056,0.001557058356796513,6.2193031681934e-07,4250.0129
2022,35,298.2296,2774.4265,0.9561135005587283,36312.3965,0.0017254999547971189,0.001649773801995001,6.2193031681934e-07,
2022,,,,,,,,,
2023,11,273.1572,3569.3743,0.3766842236054912,607733.0706,0.0019934050779334632,0.0007508842441126103,5.584746467278547e-07,3569.3743
2023,23,304.8276,5418.6585,0.7260403950452474,452514.606,0.003377045251656981,0.002451871268598711,6.232253304064466e-07,21368.7346
2023,,,,,,,,,
2024,11,256.0024,3477.1362,0.3990851844711382,534907.4609,0.0017842527790201401,0.0007120688494583937,5.131385880230822e-07,3477.1362
2024,,,,,,,,,
